ni,text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²),cleaned_text,subjectivity,mapped_time
323e67716f,I`ve been reading up on Sims 3 genetics on the Sims 2 forums. Apparently hair dye is passed on to offspring. I`m very disappointed,Negative,night,85.0,India,1380004385.0,2973190.0,464.0,Ive been reading up on Sims 3 genetics on the Sims 2 forums Apparently hair dye is passed on to offspring Im very disappointed,0.6625000000000001,06-09 PM
cda2c56cef, don`t know yet.. no word...   hopeful though!! and some good stuff happening lately so I`m getting excited!,Positive,morning,10.0,Indonesia,273523615.0,1811570.0,151.0,dont know yet no word   hopeful though and some good stuff happening lately so Im getting excited,0.65,06-11 AM
7cb093f4c3, http://twitpic.com/4jguu - wow that is pretty  x,Positive,noon,25.5,Iran,83992949.0,1630000.0,52.0,wow that is pretty  x,1.0,12 PM
a9b6058320, that`s great! i was never so good at the jump roping...,Positive,night,38.0,Iraq,40222493.0,434320.0,93.0,thats great i was never so good at the jump roping,0.675,06-09 PM
197bec62c7, The cast of True Blood was there,Positive,morning,53.0,Ireland,4937786.0,68890.0,72.0,The cast of True Blood was there,0.65,06-11 AM
5db58f4182, morning you,Neutral,noon,65.0,Israel,8655535.0,21640.0,400.0,morning you,0.0,12 PM
bbf1006316,new phone + zero contacts = poo. send me a message with your name so i can save your numbers thanks,Positive,night,85.0,Italy,60461826.0,294140.0,206.0,new phone  zero contacts  poo send me a message with your name so i can save your numbers thanks,0.32727272727272727,06-09 PM
3eedba9550,Working on something exciting... and I cannot tweet about it for several months,Positive,morning,10.0,Jamaica,2961167.0,10830.0,273.0,Working on something exciting and I cannot tweet about it for several months,0.4,06-11 AM
b9b532f7a2," U were great, as always. But, can`t we do an east Germany on noko? Or at least provoke them & then go in 4 the kill.",Positive,noon,25.5,Japan,126476461.0,364555.0,347.0,U were great as always But cant we do an east Germany on noko Or at least provoke them  then go in 4 the kill,0.575,12 PM
3a23f53b85, its a nice pair of shoes. i checked other nike shoes if its worth buying... it is,Positive,night,38.0,Jordan,10203134.0,88780.0,115.0,its a nice pair of shoes i checked other nike shoes if its worth buying it is,0.4916666666666667,06-09 PM
736f85408d,So my coworker/friend told me the manager who sent me home is afraid she`s in trouble for sending me home haha. Dumb ****,Negative,morning,53.0,Kazakhstan,18776707.0,2699700.0,7.0,So my coworkerfriend told me the manager who sent me home is afraid shes in trouble for sending me home haha Dumb,0.47500000000000003,06-11 AM
2bffd86b55, wat u doin my bad im mixin this song,Negative,noon,65.0,Kenya,53771296.0,569140.0,94.0,wat u doin my bad im mixin this song,0.6666666666666666,12 PM
b4d1c8c080, can I help in any way?,Neutral,night,85.0,Kiribati,119449.0,810.0,147.0,can I help in any way,0.0,06-09 PM
c5ee1ee772,Signing out for the night - have a good Sunday night all,Positive,morning,10.0,Kuwait,4270571.0,17820.0,240.0,Signing out for the night  have a good Sunday night all,0.6000000000000001,06-11 AM
138fa4e0f4, I just got two tickets one for speeding and one for tinted windows,Neutral,noon,25.5,Kyrgyzstan,6524195.0,191800.0,34.0,I just got two tickets one for speeding and one for tinted windows,0.0,12 PM
4bcb9c582c,@ Cleaning the house! going out at 3 to see a soccergame with friends,Neutral,night,38.0,Laos,7275560.0,230800.0,32.0,Cleaning the house going out at 3 to see a soccergame with friends,0.0,06-09 PM
756300c03d,And thanks for the gorgeous flowers.,Positive,morning,53.0,Latvia,1886198.0,62200.0,30.0,And thanks for the gorgeous flowers,0.55,06-11 AM
e3ba5e82d3,It`s good to be home,Positive,noon,65.0,Lebanon,6825445.0,10230.0,667.0,Its good to be home,0.6000000000000001,12 PM
700c41e7c0,AP: North Korea could opt for devastating land assault... http://tinyurl.com/nmg9ht (via _Report) Scary talk to say the least.  mm,Negative,night,85.0,Lesotho,2142249.0,30360.0,71.0,AP North Korea could opt for devastating land assault  via _Report Scary talk to say the least  mm,0.7999999999999999,06-09 PM
f19f0c1482,i need to go out of office again.. i am melting..,Neutral,morning,10.0,Liberia,5057681.0,96320.0,53.0,i need to go out of office again i am melting,0.0,06-11 AM
f637b48a5c,Back home after a funeral for my wife`s grandfather today.  Now its time for homework,Neutral,noon,25.5,Libya,6871292.0,1759540.0,4.0,Back home after a funeral for my wifes grandfather today  Now its time for homework,0.0,12 PM
6fa5a04599,http://twitpic.com/4wtii - new hair going to greeattt use!,Positive,night,38.0,Liechtenstein,38128.0,160.0,238.0,new hair going to greeattt use,0.45454545454545453,06-09 PM
d54d4de7e5,Test another update... sorry for bothering all of u guys,Negative,morning,53.0,Lithuania,2722289.0,62700.0,43.0,Test another update sorry for bothering all of u guys,1.0,06-11 AM
71f389a974,Calling it a night .... talk to yall tomorrow,Neutral,noon,65.0,Luxembourg,625978.0,2590.0,242.0,Calling it a night  talk to yall tomorrow,0.0,12 PM
7b05d819ee,  that sucks,Negative,night,85.0,Madagascar,27691018.0,581795.0,48.0,that sucks,0.3,06-09 PM
1e32ad1b17,Happy Mothers` Day to my mom and all the mothers in the world,Positive,morning,10.0,Malawi,19129952.0,94280.0,203.0,Happy Mothers Day to my mom and all the mothers in the world,1.0,06-11 AM
e89cbe91e0,i want to join drama practice today but i can`t,Neutral,noon,25.5,Malaysia,32365999.0,328550.0,99.0,i want to join drama practice today but i cant,0.0,12 PM
b22895c538,#3breakupwords you have changed,Neutral,night,38.0,Maldives,540544.0,300.0,1802.0,3breakupwords you have changed,0.0,06-09 PM
8353cc778e, oh ok  well im sendin lots of love ****,Positive,morning,53.0,Mali,20250833.0,1220190.0,17.0,oh ok  well im sendin lots of love,0.55,06-11 AM
10e991f020," nooooooooo....u never call me anymore  lol...but, i`ve been good too...rick ross is in town, might go 2 his show 2nite ;-)",Positive,noon,65.0,Malta,441543.0,320.0,1380.0,nooooooooou never call me anymore  lolbut ive been good toorick ross is in town might go 2 his show 2nite,0.6000000000000001,12 PM
128a73fbfd," i`ll get my size 40`s out now, straight to the post office  See you later, hun",Negative,night,85.0,Marshall Islands,59190.0,180.0,329.0,ill get my size 40s out now straight to the post office  See you later hun,0.4666666666666666,06-09 PM
a3c5d75bbb, did she tell you why she hasnt? i miss my boge.,Neutral,morning,10.0,Mauritania,4649658.0,1030700.0,5.0,did she tell you why she hasnt i miss my boge,0.0,06-11 AM
2b8fcaed04,_possa Happy Happy Bday Baby Girl. Love Ya!!!! Hope you get EVERYTHING you want,Positive,noon,25.5,Mauritius,1271768.0,2030.0,626.0,_possa Happy Happy Bday Baby Girl Love Ya Hope you get EVERYTHING you want,0.8666666666666667,12 PM
37daa255ea, haha i just realised it sounded a lot like stellllaaa lol. anyhoo i got ur facebook msg and will start working soon hopefully,Positive,night,38.0,Mexico,128932753.0,1943950.0,66.0,haha i just realised it sounded a lot like stellllaaa lol anyhoo i got ur facebook msg and will start working soon hopefully,0.5,06-09 PM
9508aeca0c,ok      Love you girls. but work beckons.  Will come back later for #twpp,Positive,morning,53.0,Micronesia,115023.0,700.0,164.0,ok      Love you girls but work beckons  Will come back later for twpp,0.275,06-11 AM
5d47d76ed3, ... sounds like Jeff has the best job in the world!,Positive,noon,65.0,Moldova,4033963.0,32850.0,123.0,sounds like Jeff has the best job in the world,0.3,12 PM
a0840086ab,just spent an hour trying to get the newborn bird in my front garden to fly. poor baby  no success!,Positive,night,85.0,Monaco,39242.0,1.0,26337.0,just spent an hour trying to get the newborn bird in my front garden to fly poor baby  no success,0.4,06-09 PM
9f23e5d8f5,someone doesn`t feel good...,Positive,morning,10.0,Mongolia,3278290.0,1553560.0,2.0,someone doesnt feel good,0.6000000000000001,06-11 AM
c7a59f50c3,Good Morning people!!! Have a great day,Positive,noon,25.5,Montenegro,628066.0,13450.0,47.0,Good Morning people Have a great day,0.675,12 PM
7ff53f335c, u can see I just twitted them if its the real xmsirius that is. Let me know any other contact info. Lets transmit this!,Positive,night,38.0,Morocco,36910560.0,446300.0,83.0,u can see I just twitted them if its the real xmsirius that is Let me know any other contact info Lets transmit this,0.3375,06-09 PM
e96c25a560,I wish I could twitter from the BOOK EXPO but the reception at the Javitz is horrible....,Negative,morning,53.0,Mozambique,31255435.0,786380.0,40.0,I wish I could twitter from the BOOK EXPO but the reception at the Javitz is horrible,1.0,06-11 AM
56c08b2df6," 100,000 / 60 = 1667 words/day.  1667 / 10 = 167 words/hour.  167 / 60 = 2.8 words/minute.  No pressure.",Neutral,noon,65.0,Myanmar (formerly Burma),54409800.0,653290.0,83.0,100000  60  1667 wordsday  1667  10  167 wordshour  167  60  28 wordsminute  No pressure,0.0,12 PM
d08af78eef, in august with anberlin. they`re not headlining though  and yes there is a perth show,Neutral,night,85.0,Namibia,2540905.0,823000.0,3.0,in august with anberlin theyre not headlining though  and yes there is a perth show,0.0,06-09 PM
fdd3a09897,Got some new clothes  and series one of supernatural on dvd,Positive,morning,10.0,Nauru,10824.0,20.0,541.0,Got some new clothes  and series one of supernatural on dvd,0.5106060606060606,06-11 AM
aef284756a, SHOUT OUT TO NIKKI....PLEASSSEEE   (Soulja Boy Tell `Em LIVE live > http://ustre.am/2UhS),Positive,noon,25.5,Nepal,29136808.0,143350.0,203.0,SHOUT OUT TO NIKKIPLEASSSEEE   Soulja Boy Tell Em LIVE live,0.5,12 PM
84a2eb963a,I love Google`s Mothers day theme  http://tr.im/jtl8,Positive,night,38.0,Netherlands,17134872.0,33720.0,508.0,I love Googles Mothers day theme,0.6,06-09 PM
df2a0c498a,_tha lol  congrats!,Positive,morning,53.0,New Zealand,4822233.0,263310.0,18.0,_tha lol  congrats,0.7,06-11 AM
8230f9ad74,makin tea an its stressin me out,Neutral,noon,65.0,Nicaragua,6624554.0,120340.0,55.0,makin tea an its stressin me out,0.0,12 PM
ea7e409dcc," woah that`s cool  just landed in London about 2 and1/2 hours ago.I LOVE the scenery, beautiful ,",Positive,night,85.0,Niger,24206644.0,1266700.0,19.0,woah thats cool  just landed in London about 2 and12 hours agoI LOVE the scenery beautiful,0.75,06-09 PM
cf1ea9af3b, thats terrible  I enjoy being with you every minute!,Negative,morning,10.0,Nigeria,206139589.0,910770.0,226.0,thats terrible  I enjoy being with you every minute,0.75,06-11 AM
b29a9ec749, oh jealous. Though you`re missing the fried potato bread,Negative,noon,25.5,North Korea,25778816.0,120410.0,214.0,oh jealous Though youre missing the fried potato bread,0.05,12 PM
9d6e14002f,"  How vile are people, they have to remove things that have a value",Neutral,night,38.0,North Macedonia,2083374.0,25220.0,83.0,How vile are people they have to remove things that have a value,0.0,06-09 PM
051025ff7f, you should not be wasting the may bank holiday in the crappy north- you should be down south in brighton where the party`s at,Negative,morning,53.0,Norway,5421241.0,365000.0,15.0,you should not be wasting the may bank holiday in the crappy north you should be down south in brighton where the partys at,0.2888888888888889,06-11 AM
30eecabd12,@ punkrockchick25 Haha no i just saw a commercial for it. . You wouldnt kill me,Positive,noon,65.0,Oman,5106626.0,309500.0,16.0,punkrockchick25 Haha no i just saw a commercial for it  You wouldnt kill me,0.15,12 PM
fe51ca37d4, guess I missed out on more than beer and a good time,Positive,night,85.0,Pakistan,220892340.0,770880.0,287.0,guess I missed out on more than beer and a good time,0.55,06-09 PM
75dcba6339,watching my favorite tv shows on HULU.com for free,Positive,morning,10.0,Palau,18094.0,460.0,39.0,watching my favorite tv shows on HULUcom for free,0.9,06-11 AM
74676aaaed,So full from a great lunch and now stuck in traffic,Positive,noon,25.5,Palestine State,5101414.0,6020.0,847.0,So full from a great lunch and now stuck in traffic,0.65,12 PM
cec0440736," well, as i mother & grandma i am a bit in a kidding mode",Neutral,night,38.0,Panama,4314767.0,74340.0,58.0,well as i mother  grandma i am a bit in a kidding mode,0.0,06-09 PM
c4f4b37c8b,very very bad headache that is getting worse by the minute not better.,Negative,morning,53.0,Papua New Guinea,8947024.0,452860.0,20.0,very very bad headache that is getting worse by the minute not better,0.6555555555555556,06-11 AM
65f5ce236f,wants  to come back online so that he can talk about all the gossip and horrible things which transpired today.,Negative,noon,65.0,Paraguay,7132538.0,397300.0,18.0,wants  to come back online so that he can talk about all the gossip and horrible things which transpired today,0.3666666666666667,12 PM
66f40f0026, but but it was funny when I wrote it,Positive,night,85.0,Peru,32971854.0,1280000.0,26.0,but but it was funny when I wrote it,1.0,06-09 PM
e38fab54b2, Thanks. Busy as **** is good in my book.,Positive,morning,10.0,Philippines,109581078.0,298170.0,368.0,Thanks Busy as  is good in my book,0.3666666666666667,06-11 AM
d67edb73e6,Only 1 tweet in the last 24 hours?  Nobody likes my tweetboard,Neutral,noon,25.5,Poland,37846611.0,306000.0,124.0,Only 1 tweet in the last 24 hours  Nobody likes my tweetboard,0.5333333333333333,12 PM
0c0d180b5c, Thanks. Appreciate it.,Positive,night,38.0,Portugal,10196709.0,91590.0,111.0,Thanks Appreciate it,0.2,06-09 PM
e739d7e64e,Yay my ears match,Neutral,morning,53.0,Qatar,2881053.0,11610.0,248.0,Yay my ears match,0.0,06-11 AM
2e982cc27d, She`s the ruddy manageress - 2nd bad job from her. I can never find a good place beyond 1 or 2 cuts,Positive,noon,65.0,Romania,19237691.0,230170.0,84.0,Shes the ruddy manageress  2nd bad job from her I can never find a good place beyond 1 or 2 cuts,0.4222222222222222,12 PM
3ed1480471,wonders if anyone would care if she died tomorrow,Neutral,night,85.0,Russia,145934462.0,16376870.0,9.0,wonders if anyone would care if she died tomorrow,0.0,06-09 PM
3e99500fa4, laundry instead of sitting here. that darn laundry keeps mocking me.,Neutral,morning,10.0,Rwanda,12952218.0,24670.0,525.0,laundry instead of sitting here that darn laundry keeps mocking me,0.0,06-11 AM
00ce730001,Unstable broadband and electricity taking toll on my mental stability.,Negative,noon,25.5,Saint Kitts and Nevis,53199.0,260.0,205.0,Unstable broadband and electricity taking toll on my mental stability,0.2,12 PM
ea57382c80, grr @ naplan. just finished my commerce & geo exams  good luck (Y),Neutral,night,38.0,Saint Lucia,183627.0,610.0,301.0,grr  naplan just finished my commerce  geo exams  good luck Y,0.7000000000000001,06-09 PM
0972b54c53,nice weather..looks like its going to rain here in #Delhi.,Positive,morning,53.0,Saint Vincent and the Grenadines,110940.0,390.0,284.0,nice weatherlooks like its going to rain here in Delhi,1.0,06-11 AM
3b8b4be00b,My tweetdeck won`t pull up.,Neutral,noon,65.0,Samoa,198414.0,2830.0,70.0,My tweetdeck wont pull up,0.0,12 PM
755a345dc8,that little boy that drowned yesterday lived in our subdivision and went to nicoles school. so so sad.,Negative,night,85.0,San Marino,33931.0,60.0,566.0,that little boy that drowned yesterday lived in our subdivision and went to nicoles school so so sad,0.5333333333333333,06-09 PM
88a4e96eef,an ultimatum is an ultimatum no matter how you dress it up.  and that sucks.,Negative,morning,10.0,Sao Tome and Principe,219159.0,960.0,228.0,an ultimatum is an ultimatum no matter how you dress it up  and that sucks,0.3,06-11 AM
d881666768," i know, don`t tell anyone  i dont know if my dad told the famz yet. i think i`m taking it online.",Neutral,noon,25.5,Saudi Arabia,34813871.0,2149690.0,16.0,i know dont tell anyone  i dont know if my dad told the famz yet i think im taking it online,0.0,12 PM
998b50607e, Oooh you just spoiled my teenage fantasy,Neutral,night,38.0,Senegal,16743927.0,192530.0,87.0,Oooh you just spoiled my teenage fantasy,0.0,06-09 PM
a185f0cc24,"it`s been so nice all day, and now it looks like it`s going to rain...just when i was getting excited about taking photos when i get home",Positive,morning,53.0,Serbia,8737371.0,87460.0,100.0,its been so nice all day and now it looks like its going to rainjust when i was getting excited about taking photos when i get home,0.875,06-11 AM
6cee199f3e,Yay! I just fixed my blog`s CSS problem that messed up the design,Positive,noon,65.0,Seychelles,98347.0,460.0,214.0,Yay I just fixed my blogs CSS problem that messed up the design,0.2,12 PM
34522a55d8," ohh yeahh (: i`m probs gonna be a loner to start with, thanks to the person i was gonna go with be a ****",Positive,night,85.0,Sierra Leone,7976983.0,72180.0,111.0,ohh yeahh  im probs gonna be a loner to start with thanks to the person i was gonna go with be a,0.2,06-09 PM
dc513a682c,Wondering why it`s so cold - the skylight is open - I left the gas on this morning,Negative,morning,10.0,Singapore,5850342.0,700.0,8358.0,Wondering why its so cold  the skylight is open  I left the gas on this morning,0.5,06-11 AM
cc75fbff94,New Forum Thread - First Typhoon of the Season: Is *NOT* headed to Okinawa.  Made you look. .. http://tinyurl.com/dm4b3q,Positive,noon,25.5,Slovakia,5459642.0,48088.0,114.0,New Forum Thread  First Typhoon of the Season Is NOT headed to Okinawa  Made you look,0.3939393939393939,12 PM
fdd859e2d9,I`ll be grand....,Neutral,night,38.0,Slovenia,2078938.0,20140.0,103.0,Ill be grand,1.0,06-09 PM
e0c0860417, I love my mom tooo,Positive,morning,53.0,Solomon Islands,686884.0,28000.0,25.0,I love my mom tooo,0.6,06-11 AM
f0854a3951,i had the best day ever! i missed him. more tomorrow too,Positive,noon,65.0,Somalia,15893222.0,627340.0,25.0,i had the best day ever i missed him more tomorrow too,0.4,12 PM
356411fd5a,#thingsmummysaid You need to learn to wash dishes and do laundry because I won`t always be here to do them for you. She was right,Positive,night,85.0,South Africa,59308690.0,1213090.0,49.0,thingsmummysaid You need to learn to wash dishes and do laundry because I wont always be here to do them for you She was right,0.5357142857142857,06-09 PM
c780b84d97," yea - it`s mostly b/c I couldn`t sleep, but oh well, lunch time will come soon",Positive,morning,10.0,South Korea,51269185.0,97230.0,527.0,yea  its mostly bc I couldnt sleep but oh well lunch time will come soon,0.5,06-11 AM
3e7c1d3c6b, ahhh I`m drinking some too!! And bride wars is really good,Positive,noon,25.5,South Sudan,11193725.0,610952.0,18.0,ahhh Im drinking some too And bride wars is really good,0.6000000000000001,12 PM
e79ca3a450, im missin out on all the fun aww  *cryin* lol,Positive,night,38.0,Spain,46754778.0,498800.0,94.0,im missin out on all the fun aww  cryin lol,0.6,06-09 PM
5609c1212e," Thanks, that was gonna be my next tweet...You the man  Figuratively speaking",Positive,morning,53.0,Sri Lanka,21413249.0,62710.0,341.0,Thanks that was gonna be my next tweetYou the man  Figuratively speaking,0.1,06-11 AM
8c8e32f76f," Yeah, Trimet says it`s a 1hr trip, I get home at 6:30/6:45-ish, so we`d arrive just as everyone was leaving.",Neutral,noon,65.0,Sudan,43849260.0,1765048.0,25.0,Yeah Trimet says its a 1hr trip I get home at 630645ish so wed arrive just as everyone was leaving,0.0,12 PM
dda6145689,COTTIN WITH EMILYYYYYYYY,Neutral,night,85.0,Suriname,586632.0,156000.0,4.0,COTTIN WITH EMILYYYYYYYY,0.0,06-09 PM
f03669fe8c,_simple_girl  I have to miss the festivities this evening.  Heading up the hill and won`t have internet and no BB service.,Neutral,morning,10.0,Sweden,10099265.0,410340.0,25.0,_simple_girl  I have to miss the festivities this evening  Heading up the hill and wont have internet and no BB service,0.0,06-11 AM
7fb2ca19e9, I have popcorn and fruitcake now...but it`s just not the same as Chocolate,Neutral,noon,25.5,Switzerland,8654622.0,39500.0,219.0,I have popcorn and fruitcake nowbut its just not the same as Chocolate,0.125,12 PM
25ea895560,_g: I`ve been sneezing and felt like a train-wreck for the last two weeks myself. But it`s not piggystuff.  So we`re good then.,Positive,night,38.0,Syria,17500658.0,183630.0,95.0,_g Ive been sneezing and felt like a trainwreck for the last two weeks myself But its not piggystuff  So were good then,0.33333333333333337,06-09 PM
2b6ec32c28,_WOCKEEZ I`m missin u guys by a day!! Ill b there tomorrow  butttt see u june 18th with the blockkkkk!!!!,Negative,morning,53.0,Tajikistan,9537645.0,139960.0,68.0,_WOCKEEZ Im missin u guys by a day Ill b there tomorrow  butttt see u june 18th with the blockkkkk,1.0,06-11 AM
894a3f680a,this is absurd ! I feel like a dipping in the pool real quick . its too bad i dont have a poool,Negative,noon,65.0,Tanzania,59734218.0,885800.0,67.0,this is absurd  I feel like a dipping in the pool real quick  its too bad i dont have a poool,0.8055555555555555,12 PM
c258bebc27,Going to get a pedicure and the to CPK for lunch,Neutral,night,85.0,Thailand,69799978.0,510890.0,137.0,Going to get a pedicure and the to CPK for lunch,0.0,06-09 PM
e53f3fb1a4,Why did everyone seem to leave me this weekend  ....sigh. In bed,Neutral,morning,10.0,Timor-Leste,1318445.0,14870.0,89.0,Why did everyone seem to leave me this weekend  sigh In bed,0.0,06-11 AM
9cf0c77bc1,Going into town later to get myself a birthday present.  An iPod Touch will do nicely I think,Positive,noon,25.5,Togo,8278724.0,54390.0,152.0,Going into town later to get myself a birthday present  An iPod Touch will do nicely I think,0.3333333333333333,12 PM
9e07e4f596,"I`m off to bed. Head just won`t stop giving me pain. ahgg.. Let this sinus, allergy, whatever you are be over tomorrow! Sogni D`oro",Neutral,night,38.0,Tonga,105695.0,720.0,147.0,Im off to bed Head just wont stop giving me pain ahgg Let this sinus allergy whatever you are be over tomorrow Sogni Doro,0.0,06-09 PM
bb14e1f4cb,At the bus stop there`s always a big pile of loogies. So. Gross.,Neutral,morning,53.0,Trinidad and Tobago,1399488.0,5130.0,273.0,At the bus stop theres always a big pile of loogies So Gross,0.05,06-11 AM
8f65a41e73, well keep me posted if it comes out fully thanks,Positive,noon,65.0,Tunisia,11818619.0,155360.0,76.0,well keep me posted if it comes out fully thanks,0.2,12 PM
c29116d111,happy Star Wars day,Positive,night,85.0,Turkey,84339067.0,770000.0,110.0,happy Star Wars day,1.0,06-09 PM
efb43fce11,"Thanks all for coming out tonight, hope ya had fun!",Positive,morning,10.0,Turkmenistan,6031200.0,469930.0,13.0,Thanks all for coming out tonight hope ya had fun,0.2,06-11 AM
7053623c26, i mean give. lol with a finger! then crash her car! lol jk. thats bad. just ignore her,Positive,noon,25.5,Tuvalu,11792.0,30.0,393.0,i mean give lol with a finger then crash her car lol jk thats bad just ignore her,0.6885416666666666,12 PM
72ee8deee3,things are looking better and better! i think i might be quite happy,Positive,night,38.0,Uganda,45741007.0,199810.0,229.0,things are looking better and better i think i might be quite happy,0.6666666666666666,06-09 PM
6ffc960726,Had fun at the Airshow with the boys today - exhausted,Negative,morning,53.0,Ukraine,43733762.0,579320.0,75.0,Had fun at the Airshow with the boys today  exhausted,0.44999999999999996,06-11 AM
586e68c59d,Marley and me is the saddest movie ever I never cry in movies but this movie mad me cry,Negative,noon,65.0,United Arab Emirates,9890402.0,83600.0,118.0,Marley and me is the saddest movie ever I never cry in movies but this movie mad me cry,1.0,12 PM
04b57c4359,one of my cat`s is sick,Negative,night,85.0,United Kingdom,67886011.0,241930.0,281.0,one of my cats is sick,0.8571428571428571,06-09 PM
e33459f8f1,"Just left Brooklyn going uptown for some latin coffee with a dollar sandwich, can`t find that in downtown Brooklyn, where Brooklyn @",Neutral,morning,10.0,United States of America,331002651.0,9147420.0,36.0,Just left Brooklyn going uptown for some latin coffee with a dollar sandwich cant find that in downtown Brooklyn where Brooklyn,0.0,06-11 AM
43c61eb7a3,I can`t find my camera,Neutral,noon,25.5,Uruguay,3473730.0,175020.0,20.0,I cant find my camera,0.0,12 PM
a7a96b2c1d,i think that i`m the only 1 on!!!,Neutral,night,38.0,Uzbekistan,33469203.0,425400.0,79.0,i think that im the only 1 on,1.0,06-09 PM
87cd836d7b,is feelin it,Neutral,morning,53.0,Vanuatu,307145.0,12200.0,25.0,is feelin it,0.0,06-11 AM
a72f4f357b,"I`m the bird with broken wings, she`s the song i love to sing  you know who you are ****",Positive,noon,65.0,Venezuela,28435940.0,882050.0,32.0,Im the bird with broken wings shes the song i love to sing  you know who you are,0.5,12 PM
ad5d8a84c1, rofl. room is too small to dance,Positive,night,85.0,Vietnam,97338579.0,310070.0,314.0,rofl room is too small to dance,0.65,06-09 PM
18a11e8dbd,@_mmmichelle you`re in france?!?! cheri!,Neutral,morning,10.0,Yemen,29825964.0,527970.0,56.0,youre in france cheri,0.0,06-11 AM
2e8bd923d0, that made me cry  poor hollie ****,Negative,noon,25.5,Zambia,18383955.0,743390.0,25.0,that made me cry  poor hollie,0.6,12 PM
ebae3ed394,"OK, time to head into Urban Outfitters to see what catches my eye, then head home, since this rain is hindering any more pics for the day",Positive,night,38.0,Zimbabwe,14862924.0,386850.0,38.0,OK time to head into Urban Outfitters to see what catches my eye then head home since this rain is hindering any more pics for the day,0.3333333333333333,06-09 PM
10c55c13b8,really annoyed that work appear to have blocked facebook now...,Negative,morning,53.0,Afghanistan,38928346.0,652860.0,60.0,really annoyed that work appear to have blocked facebook now,0.8,06-11 AM
b26843421f,Mothers Day,Neutral,noon,65.0,Albania,2877797.0,27400.0,105.0,Mothers Day,0.0,12 PM
f3c6e98737,_ PrintChick thx for sharen LUV IT,Neutral,night,85.0,Algeria,43851044.0,2381740.0,18.0,_ PrintChick thx for sharen LUV IT,0.0,06-09 PM
b9ade6591a, delegate  I am now eating pate on toast a my wife is editing yesterday`s engagement shoot ;),Neutral,morning,10.0,Andorra,77265.0,470.0,164.0,delegate  I am now eating pate on toast a my wife is editing yesterdays engagement shoot,0.0,06-11 AM
3ae98f1cae,Ha! I think I really have lost it. Time to get ready for work.,Positive,noon,25.5,Angola,32866272.0,1246700.0,26.0,Ha I think I really have lost it Time to get ready for work,0.35,12 PM
3477bb4c82, hell yea its hot here  i miss cali,Positive,night,38.0,Antigua and Barbuda,97929.0,440.0,223.0,hell yea its hot here  i miss cali,0.8500000000000001,06-09 PM
193fe8822f,YES! I DONE IT! at last.  my homework is ready dx and i can go waaalkiiing because the sun is shining ^^ oh yeah.,Positive,morning,53.0,Argentina,45195774.0,2736690.0,17.0,YES I DONE IT at last  my homework is ready dx and i can go waaalkiiing because the sun is shining  oh yeah,0.2833333333333333,06-11 AM
b631ec4bfa, you writing fanfic? me read!,Neutral,noon,65.0,Armenia,2963243.0,28470.0,104.0,you writing fanfic me read,0.0,12 PM
6913d9c30e, I`m saving up for a three burner weber for next year,Neutral,night,85.0,Australia,25499884.0,7682300.0,3.0,Im saving up for a three burner weber for next year,0.0,06-09 PM
07d608a03d,  Thanks Mr. DJ!,Positive,morning,10.0,Austria,9006398.0,82400.0,109.0,Thanks Mr DJ,0.2,06-11 AM
d0ce0ab587,I hate the new mt dew commercial..the one with a giant mosquito..it scares me and grosses me out all at the same time.,Negative,noon,25.5,Azerbaijan,10139177.0,82658.0,123.0,I hate the new mt dew commercialthe one with a giant mosquitoit scares me and grosses me out all at the same time,0.6198863636363636,12 PM
425c9eb614," ohh sorry , thats someone else`s pic  my bad",Negative,night,38.0,Bahamas,393244.0,10010.0,39.0,ohh sorry  thats someone elses pic  my bad,0.8333333333333333,06-09 PM
43790fc27b," *hugs* Oh gosh, I`m sorry",Negative,morning,53.0,Bahrain,1701575.0,760.0,2239.0,hugs Oh gosh Im sorry,1.0,06-11 AM
727cbe5970,"_ YEEEAH :`D lmao, dentists aren`t nice  espesh after they decide your too old for goodie bags with stickers & awesome toothpaste",Positive,noon,65.0,Bangladesh,164689383.0,130170.0,1265.0,_ YEEEAH D lmao dentists arent nice  espesh after they decide your too old for goodie bags with stickers  awesome toothpaste,0.8,12 PM
7d0291358f, why do we need to wait another year for toy story 3?!,Neutral,night,85.0,Barbados,287375.0,430.0,668.0,why do we need to wait another year for toy story 3,0.0,06-09 PM
9dec21d822,"HAHAH, Did I hear MVP Chants in Atlanta`s Arena?  At least they get it right there, unlike at staples",Negative,morning,10.0,Belarus,9449323.0,202910.0,47.0,HAHAH Did I hear MVP Chants in Atlantas Arena  At least they get it right there unlike at staples,0.46785714285714286,06-11 AM
3d90ad58ee, haha well then maybe u shouldn`t be so weak  hehe jks  ****,Negative,noon,25.5,Belgium,11589623.0,30280.0,383.0,haha well then maybe u shouldnt be so weak  hehe jks,0.4625,12 PM
12b08fabd2,Biggest food fight/mosh pit ever and i miss it from across the school,Neutral,night,38.0,Belize,397628.0,22810.0,17.0,Biggest food fightmosh pit ever and i miss it from across the school,0.0,06-09 PM
